Department,DepartmentCleaned
Pharmaceutical Policy and Evaluative Sciences,pharmaceutical policy and evaluative sciences
Public Policy Analysis,public policy analysis
INFORMATION AND LIBRARY SCIENCE,information and library science
MASS COMMUNICATION,mass communication
Romance,romance
PHarmacy,pharmacy
ESE,ese
Genetics and Molecular Biology,genetics and molecular biology
Not specified,not specified
Leisure Studies,leisure studies
Kenan-Flagler Business School,kenan-flagler business school
Public Health Administration,public health administration
Public Health Nursing,public health nursing
Cell Biology and Physiology,cell biology and physiology
Environmental Management and Policy,environmental management and policy
Medical Cell Biology,medical cell biology
MEDIA STUDIES,media studies
Epid,epid
DENTISTRY,dentistry
Applied and Materials Sciences,applied and materials sciences
NEUROBIOLOGY,neurobiology
BIOENGINEERING,bioengineering
OCBM,ocbm
NURS (GRAD),nurs (grad)
Mathematics (GRAD),mathematics (grad)
Musc,music
Organizational Behavior,organizational behavior
Plant Nutrition,plant nutrition
Soci,sociology
Operations Research,operations research
DPOP,dpop
GEOGRAPHY/GEOLOGICAL SCIENCES,geography/geological sciences
Asia,asian studies
Asian Religions,asian religions
Comparative Religion,comparative religion
PHYT,phyt
POLICY,policy
Cell and Molecular Physiology,cell and molecular physiology
Performance Studies,performance studies
IBMS,ibms
Old English,old english
Psyc,psychology
Language and Culture,language and culture
BSPH,bsph
SERBO-CROATIAN,serbo-croatian
PD,pd
POLI SCI,poli sci
MEDC,medc
Psychology and Neuroscience (GRAD),psychology and neuroscience (grad)
BMD_ENG,bmd_eng
GEN_ENG,gen_eng
ASIAN_AM,asian_am
MUS_COMP,mus_comp
CIV_ENV,civ_env
MUS_TECH,mus_tech
COMM_ST,comm_st
MAT_SCI,mat_sci
MUSIC_ED,music_ed
LRN_SCI,lrn_sci
IMC,imc
COMP_SCI,comp_sci
BIOL_SCI,biol_sci
ASIAN_LC,asian_lc
PERSIAN,persian
NEUROSCI,neurosci
COMP_ENG,comp_eng
ART_HIST,art_hist
JWSH_ST,jwsh_st
ENTREP,entrep
Spanish & Portuguese,spanish & portuguese
ELEC_ENG,elec_eng
SOCIOL,sociol
AF_AM_ST,af_am_st
POLI_SCI,poli_sci
SESP,sesp
CHEM_ENG,chem_eng
LEGAL_ST,legal_st
GNDR_ST,gndr_st
Asian Languages and Cultures,asian studies
Hindi-Urdu,hindi-urdu
IEMS,iems
COMP_LIT,comp_lit
MECH_ENG,mech_eng
LATINO,latino
ASTRON,astron
GBL_HLTH,gbl_hlth
SOC_POL,soc_pol
ES_APPM,es_appm
CFS,cfs
ANTHRO,anthro
ENVR_POL,envr_pol
Middle East and North African Studies,middle east and north african studies
MUS_THRY,mus_thry
TEACH_ED,teach_ed
KOREAN,korean
PERF_ST,perf_st
HDC,hdc
325,325
Wind and Percussion Instruments,wind and percussion instruments
Art Theory and Practice,art theory and practice
Counseling Psychology,counseling psychology
GEN_MUS,gen_mus
BIOL SCI,biol sci
MENA,mena
MUSIC ED,music ed
COMM ST,comm st
Design Engineering,design engineering
ASIAN AM,asian am
LRN SCI,lrn sci
MUS COMP,mus comp
GEN ENG,gen eng
JAZZ ST,jazz st
MUS THRY,mus thry
COG SCI,cog sci
LOC,loc
BMD ENG,bmd eng
MMSS,mmss
Electrical Engineer,electrical engineer
Communication · Theatre,communication · theatre
CIV ENV,civ env
TEACH ED,teach ed
Engineering and Applied Science,engineering and applied science
Speech ●Communication Studies,speech ●communication studies
Speech · Theatre,speech · theatre
Conducting and Ensembles,conducting and ensembles
GNDR ST,gndr st
NTRES,ntres
GEN MUS,gen mus
MUS TECH,mus tech
Neurosci,neurosci
MAT SCI,mat sci
Musicology,musicology
CRDV,crdv
CONDUCT,conduct
HIND_URD,hind_urd
Radio/Television/Film,radio/television/film
Poli_Sci,poli_sci
APPM,appm
NAV_SCI,nav_sci
Socio-Educational Policy (SESP),socio-educational policy (sesp)
SWAHILI,swahili
Teach Ed,teach ed
Global Health Studies,global health studies
NAV SCI,nav sci
Music Performance Studies,music performance studies
COMP LIT,comp lit
PERF ST,perf st
Public Policy and Administration,public policy and administration
Conflict Resolution,conflict resolution
Community and Regional Planning,community and regional planning
Speech • Theatre,speech • theatre
CIV ENG,civ eng
SOC POL,soc pol
SEC TCHG,sec tchg
Biological and Physical Sciences,biological and physical sciences
R/TV/F,r/tv/f
ART HIST,art hist
Arts and Sciences • Global Health Studies,arts and sciences • global health studies
VOICE,voice
Communication Sciences and Disorders,communication sciences and disorders
Sociol,sociol
Arts and Sciences • German,arts and sciences • german
"Journalism, Media, Integrated Marketing C","journalism, media, integrated marketing c"
Jazz,jazz
CHEM ENG,chem eng
GNDR,gndr
LEGAL ST,legal st
GBL HLTH,gbl hlth
AF AM ST,af am st
Comparative Literary Studies,comparative literary studies
Arts and Sciences • Computer Science,arts and sciences • computer science
Engineering and Applied Science · Manufacturing and I,engineering and applied science · manufacturing and i
Music ED,music ed
MUSICOL,musicol
HDPS,hdps
GEOL SCI,geol sci
General Music,general music
Earth,earth
MATERIALS SCIENCE,materials science
HLTHST,hlthst
RADSCI,radsci
Arts and Sciences · Statistics,arts and sciences · statistics
ARTS AND SCIENCES/RELIGION,arts and sciences/religion
ARTS AND SCIENCES/HISTORY,arts and sciences/history
Speech/Communication Sciences and Disorders,speech/communication sciences and disorders
SLAVIC LANGUAGES AND LITERATUL,slavic languages and literatul
STATISTICS,statistics
ENGINEER,engineer
SPEECH/THEATRE,speech/theatre
EDUCATION AND SOCIAL POLICY,education and social policy
SCIENCE,science
MUSIC/MUSIC,music/music
Music Tech,music tech
Communication • Radio/Television/Film,communication • radio/television/film
SCAN,scan
Maternal and Child Health,maternal and child health
NROTC,nrotc
Information and Library Science,information and library science
PoliSci,polisci
Slavic Linguistics,slavic linguistics
PR,pr
SLAVIC LANGUAGES,slavic languages
Computers,computers
Adapted Physical Education,adapted physical education
EDUX,edux
Teaching,teaching
Occupational Science,occupational science
LIS,lis
Drama,drama
Germanic Languages and Literatures,germanic languages and literatures
School of Public Health: Health Policy and Administration,school public health: health policy and administration
LSRA,lsra
Biological and Biomedical Sciences,biological and biomedical sciences
Cognitive Psychology,cognitive psychology
BIOPHYSICS,biophysics
ENVIRONMENTAL SCIENCES AND ENGINEERING,environmental sciences and engineering
BIOSTATISTICS,biostatistics
Celtic Studies,celtic studies
Art (GRAD),art (grad)
Information Science,information science
Luso-Brazilian,luso-brazilian
Courses for Graduates,courses for graduates
"Language, Literature, and Culture","language, literature, and culture"
LEISURE STUDIES,leisure studies
SPEECH AND HEARING SCIENCES,speech and hearing sciences
Applied Science,applied science
Spanish American,spanish american
LITERATURE,literature
OPERATIONS RESEARCH,operations research
Math and Physics,math and physics
RPSY,rpsy
PATHOLOGY,pathology
MEDI,medi
URBAN AND REGIONAL STUDIES,urban and regional studies
Rehabilitation Counseling and Psychology,rehabilitation counseling and psychology
POLISCI,polisci
ENVIR,envir
SLIS,slis
EES,ees
ESS,ess
GPH,gph
"Health, Behavior and Environment","health, behavior and environment"
GLOBAL,global
Occupational Science and Occupational Therapy,occupational science and occupational therapy
CELL BIOLOGY AND PHYSIOLOGY,cell biology and physiology
ORAL BIOL,oral biol
CAR,car
Slavic Languages and Literature,slavic languages and literature
Pedo,pedo
Orthodontics,orthodontics
BIOMEDICAL ENGINEERING,biomedical engineering
KENAN–FLAGLER BUSINESS SCHOOL,kenan–flagler business school
Global Public Health,global public health
POLITICAL THEORY,political theory
JOURNALISM AND MASS COMMUNICATION,journalism and mass communication
PUBLIC ADMINISTRATION,public administration
PSYCHOFOGY,psychofogy
SILS,sils
HPA,hpa
Indonesian,indonesian
CSCI,csci
"Policy, Planning, and Development","policy, planning, and development"
Film and Television,film and television
HUMANITIES AND SOCIAL SCIENCES,humanities and social sciences
PES,pes
Mathematical Programming,mathematical programming
PHPR,phpr
Health Behavior and Health Education,health behavior and health education
STATISTICS AND OPERATIONS RESEARCH,statistics and operations research
Germanic Linguistics,germanic linguistics
German Literature,german literature
Russian and East European Studies,russian and east european studies
SPANISH AMERICAN,spanish american
ILS,ils
OMSU,omsu
EdMX,edmx
GLOBAL PUBLIC HEALTH,global public health
Health Behavior and Education,health behavior and education
Mathematics Education,mathematics education
Russian Literature,russian literature
School Counseling,school counseling
Interdisciplinary,interdisciplinary
Languages of the Americas,languages the americas
Classics (GRAD),classics (grad)
MHS,mhs
URP,urp
Honor,honor
GOVERNMENT,government
Operations Research and Statistics,operations research and statistics
MICROBIOLOGY AND IMMUNOLOGY,microbiology and immunology
ROMANCE STUDIES,romance studies
Bioinformatics,bioinformatics
Environmental Science and Engineering,environmental science and engineering
Earth and Environmental Sciences,earth and environmental sciences
International Development,international development
OCCUPATIONAL SCIENCE AND OCCUPATIONAL THERAPY,occupational science and occupational therapy
Undeclared/University Seminar,undeclared/university seminar
History and Education,history and education
GERMANIC AND SLAVIC LANGUAGES AND LITERATU,germanic and slavic languages and literatu
First-Year Seminar,first-year seminar
Biomed. Eng.,biomed. eng.
POLCY,polcy
Clinical Laboratory,clinical laboratory
Hung,hung
PUBADM,pubadm
Health and Physical Education,health and physical education
Media Studies,media studies
General College,general college
Radiography,radiography
Phys Ed,phys ed
IRES,ires
GPGPH,gpgph
AFRICAN AMERICAN STUDIES,african american studies
CHIN (Chinese),chin (chinese)
U N C. E D U / U G R A D,u n c. e d u / u g r a d
PW,pw
PUBLIC POLICY,public policy
Human Rights,human rights
ORG,org
School of Education,school education
GIS,gis
GMB,gmb
Dramatic Production,dramatic production
SOWK,sowk
Health Behavior and Education (HBEH),health behavior and education (hbeh)
Media and Journalism,media and journalism
Bios,bios
GC/SS,gc/ss
RUES,rues
Women’s Studies,women’s studies
LINGUISITICS,linguisitics
GERMANIC LANGUAGES,germanic languages
BENG,beng
Mass Media,mass media
Physical Oceanography,physical oceanography
Cell and Developmental Biology,cell and developmental biology
Transportation Planning,transportation planning
Russian Language Courses,russian language courses
Microbiology & Immunology,microbiology & immunology
Tamil,tamil
History of Religion,history religion
ChemE,cheme
Business Analytics,business analytics
AFRICAN AMERICAN STUD,african american stud
"AFRICAN, AFRICAN AMERICAN, AND DIASPORA STUD","african, african american, and diaspora stud"
DIES,dies
Politics and International Relations,politics and international relations
HbM,hbm
Ecology and Society,ecology and society
Hungarian and Eurasian Studies,hungarian and eurasian studies
MEDICINAL CHEMISTRY,medicinal chemistry
WOMEN'S AND GENDER STUDIES,women's and gender studies
URBAN STUDIES,urban studies
HOSPITAL ORGANIZATION AND ADMINISTRATION,hospital organization and administration
Developmental Biology,developmental biology
PUB A,pub a
JOU,jou
ENVIRON,environ
IEALTH,iealth
SCHOOL OF SOCIAL WORK,school social work
BIOH,bioh
NMENTAL SCIENCES AND ENGINEERING,nmental sciences and engineering
Rus Lit,rus lit
TR,tr
CORE,core
Comp Sci,comp sci
SPECIAL STUDIES,special studies
Communication Study,communication study
None provided,none provided
Army,army
Core,core
German Department,german department
SOW,sow
ENVIRO,enviro
SPECIAL,special
I NMENTAL SCIENCES AND ENGINEERING,i nmental sciences and engineering
OOL OF PUBLIC HEALTH,ool public health
SCHOOL OF PUBLIC HEALTH,school public health
Circulation Technology,circulation technology
ENVIRONMENTAL SCIENCE,environmental science
COST,cost
ASAM,asam
School of Journalism and Mass Communication,school journalism and mass communication
Pharmaco,pharmaco
Navy ROTC,navy rotc
School of Information and Library Science,school information and library science
LATIN AMERICAN STUDIES,latin american studies
EAST,east
SCHOOL OF EDUCATION,school education
Plan,plan
Applied Statistics,applied statistics
Occupational Science (OCCT),occupational science (occt)
OCEAN,ocean
Public Health: Maternal and Child Health,public health: maternal and child health
Policy,policy
NSCI,nsci
"Earth, Marine, and Environmental Sciences","earth, marine, and environmental sciences"
Humanities and Fine Arts,humanities and fine arts
Department of Asian and Middle Eastern Studies,asian and middle eastern studies
Educaton,educaton
AD,ad
Feminist Studies,feminist studies
Natural Sciences,natural sciences
LGBT Studies,lgbt studies
Middle East Studies,middle east studies
Judaic Studies,judaic studies
Global Studies,global studies
Early Modern/Historical Studies,early modern/historical studies
RELIG,relig
FYS,fys
Asian and Middle Eastern Studies,asian and middle eastern studies
Middle Eastern Studies,middle eastern studies
HUMS,hums
LALS,lals
Education – Performing Arts,education – performing arts
Radiologic Science,radiologic science
Advertising and Journalism,advertising and journalism
ORIE,orie
ENVSC,envsc
Bioethics,bioethics
APPLIED AND MATERIALS SCIENCES,applied and materials sciences
Law and Society,law and society
ENVIRONMENTAL SCIENCE AND STUDIES,environmental science and studies
NES,nes
AL,al
Buddhist Studies,buddhist studies
Iranian Studies,iranian studies
PL,pl
Env. Sci.,env. sci.
"Speech, Language, & Hearing Sciences","speech, language, & hearing sciences"
Electrical & Computer Engineering,electrical & computer engineering
Engineering & Applied Science,engineering & applied science
MILR,milr
MCEN,mcen
HUEN,huen
LDSP,ldsp
EBIO,ebio
GEEN,geen
MUEL,muel
Womens Studies,womens studies
Asian Languages & Civilizations,asian languages & civilizations
Astrophysical & Planetary Sciences,astrophysical & planetary sciences
GRMN,grmn
MBAX,mbax
MBAC,mbac
EMEN,emen
ATLS,atls
INVST,invst
PACS,pacs
Theater & Dance,theater & dance
TLEN,tlen
COEN,coen
OPIM,opim
Engineering Management,engineering management
EMUS,emus
SLHS,slhs
WRTG,wrtg
PMUS,pmus
FINE,fine
FARR,farr
IAFS,iafs
HUMN,humn
JPNS,jpns
ENVD,envd
CHST,chst
Germanic & Slavic Languages & Literature,germanic & slavic languages & literature
COML,coml
Telecommunications,telecommunications
REAL,real
International Affairs,international affairs
Physical Education and Recreation,physical education and recreation
P.Sc.,p.sc.
EDEE,edee
U.P.C.D.,u.p.c.d.
Intp,intp
Thtr,thtr
Ph.Ch,ph.ch
B.Ad,b.ad
Leeds School of Business | Business Minor,leeds school business | business minor
Leeds School of Business | Business Administration,leeds school business | business administration
"CIVIL, ENGINEERING","civil, engineering"
F.A. H.,f.a. h.
H.A.,h.a.
Clas.,clas.
Anth.,anth.
Engineering Physics,engineering physics
C.L.,c.l.
"CIVIL, ENVIRONMENTAL, AND ARCHITECTURAL ENGINEERING","civil, environmental, and architectural engineering"
